arm,seed,valve,horizon,seconds,response,day_ci_low,day_ci_high,n_windows,unsupported,dose_min,dose_max
fusion_token_xattn_norew,0,1,7,70,-0.023689387394831733,-0.03072992960611979,-0.017341263599884818,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,8,80,-0.03187142396584535,-0.04117967458871695,-0.023563405550443214,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,9,90,-0.04111648950821313,-0.052978546925080125,-0.030627124492938706,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,10,100,-0.051408112354767624,-0.06612420497796474,-0.03830014937963241,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,11,110,-0.06261847080328525,-0.08027880937625201,-0.04662295610476764,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,12,120,-0.07467882205278445,-0.09579836038442759,-0.05560277009621645,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,13,130,-0.08753556471604568,-0.11236681326841697,-0.06523024045504057,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,14,140,-0.10105641682942708,-0.1298448953873072,-0.07517181494297126,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,15,150,-0.11525229429587341,-0.14773298214643432,-0.08562175066043169,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,16,160,-0.1299867678911258,-0.16658880967360273,-0.0963382339477539,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,17,170,-0.14527924366486375,-0.18649083259778146,-0.10783674191205932,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,18,180,-0.16102388822115385,-0.20715403043306793,-0.1191374754294371,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,2,1,10,-5.743564703525641e-05,-7.293309920873399e-05,-4.240965231870993e-05,64,0,0.04999998211860657,0.050000011920928955
fusion_token_xattn_norew,0,2,2,20,-0.006461549416566507,-0.008620835328713442,-0.004161113836826423,64,0,0.04999998211860657,0.050000011920928955
